	Characteristics	OR	CI	Beta	P	SE
1165	s_Eggerthella_lenta	Inf	0-Inf	59038.5408268746	0.893330851925117	439900.544158988
1166	sexmale	16274.0705	0-963581477795356	9.6973283531678	0.444142665319081	12.6552805160386
1167	BMI	0.2021	0.0016-24.8029	-1.59904104945699	0.51518741120167	2.454082912622
1168	hypertensionyes	0.0011	0-3375558.911	-6.81737653200617	0.541315437203218	11.1476775529843
1169	s_Edwardsiella_tarda	0	0-Inf	-6633.91438656894	0.341229438093789	6958.81827936207
1170	sexmale	79202.3551	0-4432264366221714	11.2797613131704	0.372417979867587	12.6264926932778
1171	BMI	0.1706	0.0014-20.9194	-1.76835300420999	0.471663482371879	2.45358732284242
1172	hypertensionyes	8e-04	0-2317941.0541	-7.16476694621892	0.520375650102137	11.1331412342517
1173	s_Dorea_formicigenerans	Inf	0-Inf	26023.1797114587	0.654642506846313	58115.1047666596
1174	sexmale	27635.1338	0-1411226399383569	10.2268432070027	0.416911315307784	12.5797919903314
1175	BMI	0.1935	0.0016-23.6559	-1.64239003156779	0.503517010771829	2.45204264739442
1176	hypertensionyes	9e-04	0-2882427.3313	-6.97691432304056	0.531929229910553	11.1484987977344
1177	s_Dolosicoccus_paucivorans	Inf	0-Inf	14383.875683268	0.111303903529636	9005.42857420604
1178	sexmale	63360.8272	0-2929112783406855	11.0566010816603	0.378250998773194	12.5290177990444
1179	BMI	0.1674	0.0014-20.1274	-1.78757433012539	0.465065118102673	2.44370298461351
1180	hypertensionyes	0.0037	0-10711847.2066	-5.60484181541054	0.614565763509292	11.1182156724004
1181	s_Dielma_fastidiosa	Inf	0-Inf	2553.62404299184	0.845406559711763	13084.9203615189
1182	sexmale	15336.3484	0-872971123686099	9.63798100138122	0.446210991016714	12.6351747922109
1183	BMI	0.1961	0.0016-24.0321	-1.62894032568236	0.507220958504385	2.45323069971624
1184	hypertensionyes	0.0012	0-3544132.4453	-6.75851909565774	0.544624053879553	11.1425117639602
1185	s_Dialister_pneumosintes	Inf	0-Inf	5697.31548193717	0.865870763206219	33700.7348828871
1186	sexmale	19725.7171	0-974403958295666	9.88967849971256	0.431800123160871	12.5628411099253
1187	BMI	0.199	0.0016-24.3251	-1.61420745432589	0.510837047563584	2.45189675707873
1188	hypertensionyes	0.0013	0-4165513.005	-6.64605053256789	0.55222791024299	11.1675512903243
1189	s_Devosia_crocina	Inf	Inf-Inf	6229601.78200132	0.0102727804088392	2411341.94442728
1190	sexmale	60616.8363	0-2299212716415104	11.0123279598631	0.376308326822409	12.4280689807014
1191	BMI	0.1566	0.0013-18.1937	-1.85381868386313	0.4453971902839	2.42596603102045
1192	hypertensionyes	0.005	0-12346497.1917	-5.29268677631393	0.631744453270061	11.0314131269996
1193	s_Desulfovibrio_termitidis	Inf	0-Inf	40093.108615044	0.686415390060286	99208.2327884714
1194	sexmale	22697.8513	0-1123054166284788	10.0300255437634	0.425331451829332	12.5636748771927
1195	BMI	0.2054	0.0017-25.1317	-1.582669478594	0.519217222656481	2.45244862579294
1196	hypertensionyes	0.0013	0-4119162.6605	-6.61614802736564	0.553271876411298	11.1465859644335
1197	s_Desulfovibrio_fairfieldensis	0	0-Inf	-2742.86323333558	0.478033340587515	3861.05067580154
1198	sexmale	72243.6661	0-4508093828419462	11.1877999353498	0.378415426092889	12.6820667700405
1199	BMI	0.1677	0.0013-20.8966	-1.78580855332219	0.468813551193028	2.46193630103559
1200	hypertensionyes	9e-04	0-2807762.1913	-6.98094157010223	0.531275308790897	11.1371632249715
1201	s_Desulfonispora_thiosulfatigenes	0	0-Inf	-467895.376069405	0.406802234588497	563222.33016128
1202	sexmale	14080.0716	0-685355545949316	9.5525157129078	0.447376770147872	12.5553281386771
1203	BMI	0.2122	0.0017-25.8531	-1.5500571020535	0.527487010981314	2.45024789058837
1204	hypertensionyes	7e-04	0-2204622.0188	-7.23554701808378	0.516662758429109	11.1436804337755
1205	s_Denitrobacterium_detoxificans	0	0-Inf	-701848.204193729	0.175551353630128	516859.00621087
1206	sexmale	107561.3189	0-5544539174345506	11.5858163726273	0.35800831656322	12.5845783332204
1207	BMI	0.2604	0.0021-31.8309	-1.34572215444472	0.583567193048596	2.45212253446352
1208	hypertensionyes	4e-04	0-1204949.0262	-7.82161553830128	0.482952430912524	11.1344711022506
1209	s_Deinococcus_radiodurans	Inf	0-Inf	571398.424964443	0.213731922369751	458544.461938075
1210	sexmale	33399.238	0-1566569616225163	10.4162883641901	0.406725948863941	12.5364164804895
1211	BMI	0.184	0.0015-22.2353	-1.69305053553605	0.489437206546033	2.44629076055971
1212	hypertensionyes	0.0023	0-6669868.526	-6.09482635481106	0.584268685313133	11.1264985006418
1213	s_Culturomica_massiliensis	Inf	0-Inf	938.794286418103	0.276432718165931	860.940636822997
1214	sexmale	32897.7234	0-1571763181845590	10.4011587361402	0.40775837850186	12.5458243335449
1215	BMI	0.2097	0.0017-25.403	-1.56207352966048	0.523814133018623	2.4474188536907
1216	hypertensionyes	5e-04	0-1560247.8995	-7.58390220539579	0.496749188701548	11.1450293275258
1217	s_Cryptobacterium_curtum	Inf	0-Inf	381805.293321848	0.355510894333557	412567.690615416
1218	sexmale	23890.3086	0-1142164952819917	10.0812281575567	0.422328300463926	12.5461600919418
1219	BMI	0.2517	0.002-31.3346	-1.37948408710457	0.575597978586504	2.46133003823923
1220	hypertensionyes	0.0014	0-4038790.8399	-6.59963741267885	0.553604734628095	11.1281088371255
1221	s_Cronobacter_sakazakii	Inf	0-Inf	3302.58683083898	0.495421898909768	4838.42014949259
1222	sexmale	26096.8895	0-1280050508119540	10.1695714093172	0.418762457771785	12.55923700113
1223	BMI	0.2097	0.0017-25.5936	-1.56194264904409	0.524483020363469	2.45116497904314
1224	hypertensionyes	0.0016	0-4880977.9275	-6.44244304338286	0.563659837841715	11.1445404061767
1225	s_Criibacterium_bergeronii	0	0-Inf	-263747.080308076	0.789814089246972	988560.464953362
1226	sexmale	28341.0986	0-1596780584723234	10.2520682783097	0.417616415025385	12.6299477470594
1227	BMI	0.2045	0.0017-25.071	-1.58728871098234	0.518190975324212	2.45357247738603
1228	hypertensionyes	0.001	0-3040617.3145	-6.94811169918932	0.534083396502686	11.16106266119
1229	s_Corynebacterium_xerosis	Inf	0-Inf	24060.6710025695	0.345385683517248	25457.719371257
1230	sexmale	12064.5494	0-587114308864820	9.39802662572453	0.454745710746883	12.5552112372885
1231	BMI	0.2079	0.0017-25.2386	-1.57092990759541	0.521670133961344	2.44862555698361
1232	hypertensionyes	0.0012	0-3611076.9267	-6.70753428253379	0.547069472043768	11.1260463704031
1233	s_Corynebacterium_variabile	Inf	0-Inf	18485.1694024395	0.840438960385864	91731.7395490849
1234	sexmale	18539.5083	0-924769519146708	9.82765931972827	0.434871948032235	12.5678093541709
1235	BMI	0.1991	0.0016-24.3319	-1.61381330360449	0.510929910232881	2.45183715431331
1236	hypertensionyes	0.0011	0-3469027.8593	-6.77949490262364	0.543368678344427	11.1422856425912
1237	s_Corynebacterium_urealyticum	Inf	0-Inf	83033.1220767354	0.609181516821164	162237.29558183
1238	sexmale	23601.9449	0-1163468879582419	10.0690844000612	0.423463302105087	12.561784668882
1239	BMI	0.2056	0.0017-25.1116	-1.58188504732101	0.519286579572416	2.45164034694221
1240	hypertensionyes	0.0014	0-4318334.5865	-6.56631661100096	0.556215454381645	11.1452535635194
1241	s_Corynebacterium_pyruviciproducens	Inf	0-Inf	128744.902425654	0.832638132332663	608693.149572634
1242	sexmale	13548.7434	0-868225244582721	9.5140490862308	0.454228154530079	12.6956240862558
1243	BMI	0.1914	0.0015-23.7323	-1.65338258491699	0.501930470532812	2.45929634120966
1244	hypertensionyes	0.0014	0-4715840.574	-6.56043838673184	0.558047978870343	11.1871816946173
1245	s_Corynebacterium_pseudodiphtheriticum	0	0-Inf	-76856.4172456872	0.816417537004445	330754.613922434
1246	sexmale	22180.2312	0-1111464310939655	10.0069566851838	0.426633877985651	12.5701520687333
1247	BMI	0.1848	0.0014-23.5516	-1.68870603788874	0.49531705698768	2.47341906507203
1248	hypertensionyes	0.001	0-3090817.1302	-6.939920164378	0.534717980555303	11.16523786823
1249	s_Corynebacterium_maris	Inf	0-Inf	11681.6798101975	0.189068764580009	8873.67518185373
1250	sexmale	36082.8846	0-1683771101929637	10.493573922184	0.403159367314839	12.5337951296368
1251	BMI	0.1879	0.0016-22.6598	-1.67179317826616	0.494691492471242	2.44509582084041
1252	hypertensionyes	0.0025	0-7307512.4438	-6.00098330445122	0.590023159016604	11.1252024404592
1253	s_Corynebacterium_kroppenstedtii	Inf	0-Inf	16761.9199953331	0.495756993712609	24575.9876275861
1254	sexmale	7108.8711	0-411874254854933	8.86909873505175	0.48359546944369	12.644204324989
1255	BMI	0.2711	0.0021-35.7864	-1.3051998686302	0.600733961331572	2.4912076451985
1256	hypertensionyes	0.0021	0-6823434.3342	-6.15817612809447	0.581859149559406	11.1704334689949
1257	s_Corynebacterium_glutamicum	Inf	Inf-Inf	245759.211724489	0.0027623362501753	81404.0083297816
1258	sexmale	171307.5559	0-6032508537115447	12.0512157927271	0.331543794943469	12.3901650693299
1259	BMI	0.1842	0.0016-20.9092	-1.6919816131875	0.483994484442892	2.41437282361859
1260	hypertensionyes	7e-04	0-1489822.2285	-7.29233047638385	0.5068437587195	10.9727029783052
1261	s_Corynebacterium_falsenii	0	0-Inf	-28636.1080957001	0.896974654483092	220961.06997389
1262	sexmale	23310.7775	0-1286172722430032	10.0566710873504	0.426146205723529	12.6192735888664
1263	BMI	0.1916	0.0015-24.3028	-1.6525169048038	0.504174982607352	2.4709732716981
1264	hypertensionyes	0.0011	0-3371870.6339	-6.82099289089649	0.54114774809232	11.1489648589185
1265	s_Corynebacterium_durum	0	0-Inf	-11728.6054359728	0.910694431558879	104476.264960424
1266	sexmale	18735.6899	0-949521267700226	9.83818553520776	0.434676579804381	12.5759150559
1267	BMI	0.1937	0.0015-24.29	-1.64119708025015	0.506057659500493	2.46492850819605
1268	hypertensionyes	0.0011	0-3492076.1043	-6.77383775327677	0.543722699910101	11.1427779300418
1269	s_Corynebacterium_casei	Inf	0-Inf	35195.8548314818	0.335238704606604	36463.8554105591
1270	sexmale	23837.7056	0-1135678014159151	10.0790238760255	0.422363841494219	12.5443787554937
1271	BMI	0.1927	0.0016-23.3843	-1.64662770248352	0.50176699548553	2.44831212059462
1272	hypertensionyes	0.0015	0-4476390.6099	-6.49798774891177	0.559747818806488	11.128732327118
1273	s_Corynebacterium_argentoratense	0	0-Inf	-1396.14157820702	0.790072113783175	5239.51843496557
1274	sexmale	27325.6463	0-1499884145645348	10.2155809651176	0.418783312327397	12.6166241319806
1275	BMI	0.2102	0.0017-26.0878	-1.55972632290439	0.526524652536948	2.45979291511272
1276	hypertensionyes	9e-04	0-2907357.3146	-7.05012931041558	0.529176389403141	11.1902471416621
1277	s_Coprobacter_fastidiosus	Inf	0-Inf	700152.845975828	0.496179509299579	1027557.90847069
1278	sexmale	25499.8363	0-1248418157698524	10.1464273129962	0.419785450570533	12.5582787540813
1279	BMI	0.2165	0.0018-26.5241	-1.52993800652458	0.53332551020151	2.45305660568114
1280	hypertensionyes	6e-04	0-1923445.7285	-7.43660454498011	0.506344690762036	11.1766496585605
1281	s_Coprobacillus_cateniformis	0	0-Inf	-200906.875075263	0.312008403364285	198370.037243592
1282	sexmale	16422.2087	0-779508785780978	9.70638988706345	0.439634253793634	12.5424975450746
1283	BMI	0.1544	0.0012-19.195	-1.86814711840328	0.448339363809409	2.46061151268602
1284	hypertensionyes	9e-04	0-2794171.0747	-6.96168005531471	0.531955190395313	11.1248602558974
1285	s_Comamonas_testosteroni	Inf	0-Inf	72853.5462389411	0.415571239459486	89357.8155027911
1286	sexmale	32643.7	0-1613886848536518	10.3934071607375	0.408758104138174	12.5632728037389
1287	BMI	0.2133	0.0017-26.0005	-1.54506154267027	0.528876891127357	2.45060009926494
1288	hypertensionyes	0.0021	0-6616222.579	-6.15986338376774	0.581252657883315	11.1555604803145
1289	s_Collinsella_tanakaei	0	0-Inf	-1472.20892521492	0.767818253199734	4981.96427826019
1290	sexmale	30300.9213	0-1742016101186880	10.3189333981109	0.414969335424137	12.6402480194485
1291	BMI	0.2052	0.0017-25.1633	-1.58370291431164	0.519143406122703	2.45361618690084
1292	hypertensionyes	0.001	0-3002432.1346	-6.95593352320275	0.533533434364672	11.1586054861902
1293	s_Collinsella_phocaeensis	Inf	0-Inf	89334.2747184707	0.143230653994615	60860.3550349084
1294	sexmale	39287.0629	0-1802493640780622	10.5786505559589	0.399036950690345	12.5251514801647
1295	BMI	0.2011	0.0017-24.1424	-1.60415902644005	0.511924810206529	2.44292228774127
1296	hypertensionyes	0.0031	0-9172473.3482	-5.76886205637172	0.604398558864571	11.1227446867134
1297	s_Collinsella_bouchesdurhonensis	Inf	0-Inf	71979.29162436	0.211104737920071	57431.2062155834
1298	sexmale	12242.24	0-572989572464087	9.41264754910082	0.453330021213315	12.535327084303
1299	BMI	0.2182	0.0018-26.376	-1.52254783698712	0.534199041346263	2.44642901154476
1300	hypertensionyes	0.0026	0-7658855.9117	-5.96628524676876	0.59238177741075	11.1314583768097
1301	s_Collinsella_aerofaciens	Inf	0-Inf	443322.86750454	0.0767404053066953	249580.741215066
1302	sexmale	41624.5776	0-1825215431559472	10.6364460785985	0.395598244839613	12.5020552760561
1303	BMI	0.2021	0.0017-24.0674	-1.59907373386741	0.512541075090196	2.43874077394
1304	hypertensionyes	0.001	0-2583712.6083	-6.9582854696736	0.530614886285251	11.083175197803
1305	s_Clostridium_phoceensis	Inf	Inf-Inf	87544.128985298	0.00013996087746701	22680.2676914973
1306	sexmale	6620.0988	0-178779403254548	8.79786556643809	0.473389758334135	12.254749087382
1307	BMI	0.1261	0.0012-13.7586	-2.07074089452108	0.387788668121758	2.39408397745054
1308	hypertensionyes	3e-04	0-488371.5227	-8.21191296378338	0.45070254774094	10.8728289162975
1309	s_Clostridium_perfringens	3.10971474602908e+21	0-1.32665184079156e+238	49.4888179533254	0.845952859378126	254.494434966602
1310	sexmale	15743.1945	0-873170257830562	9.66416345552211	0.444500928761798	12.621932767032
1311	BMI	0.2031	0.0017-24.9105	-1.59405489633233	0.51643999198	2.4537464764993
1312	hypertensionyes	0.0011	0-3461841.0367	-6.78176773875823	0.543237293400644	11.1423871611253
1313	s_Clostridium_paraputrificum	0	0-5.93170635308815e+30	-5307.7417303845	0.0540672081456632	2744.1834668853
1314	sexmale	12067.5246	0-512188191337882	9.398273205061	0.452219269169661	12.4854285865203
1315	BMI	0.274	0.0023-32.831	-1.29462556040484	0.596390486634258	2.44183544206116
1316	hypertensionyes	9e-04	0-2380339.2282	-7.01899107954425	0.526632863165519	11.0723186979142
1317	s_Clostridium_orbiscindens	Inf	0-Inf	457814.073310225	0.779970237862407	1637281.13465948
1318	sexmale	13753.9317	0-778392446808133	9.52908000628853	0.451255349686209	12.6322305800923
1319	BMI	0.1959	0.0016-23.9681	-1.63007310969681	0.506790347973043	2.45244757553128
1320	hypertensionyes	0.0014	0-4289184.1143	-6.59942984365945	0.554703987756057	11.158692312928
1321	s_Clostridium_merdae	0	0-Inf	-735562.960907016	0.328340860874498	751251.001321902
1322	sexmale	12699.6337	0-612920714300424	9.44932842593014	0.452137550989098	12.5509838148537
1323	BMI	0.205	0.0017-24.8641	-1.5848804432654	0.517894617151119	2.44811438310201
1324	hypertensionyes	0.0025	0-7831060.3862	-5.98716958795952	0.59181919006679	11.1534582004281
1325	s_Clostridium_ihumii	0	0-Inf	-13233.3404111507	0.855720026841717	72715.6095357384
1326	sexmale	18259.8343	0-918697621708562	9.81245907846482	0.435742245831104	12.5722036101941
1327	BMI	0.2041	0.0017-25.1098	-1.58915810033013	0.517995628627349	2.45531484783403
1328	hypertensionyes	0.001	0-3188304.8911	-6.92888769191555	0.535740039531824	11.1754528792614
1329	s_Clostridium_butyricum	0	0-Inf	-317.058829194161	0.561698444969849	545.719496372595
1330	sexmale	13405.7375	0-677731112301573	9.50343806832191	0.450408027760204	12.5746600343668
1331	BMI	0.1978	0.0016-24.1067	-1.62070798053484	0.508915793623297	2.45061134586349
1332	hypertensionyes	0.0019	0-6052205.5595	-6.27584871009901	0.574629888299876	11.1692765453844
1333	s_Clostridium_bornimense	0	0-Inf	-326065.698504413	0.614225051254853	646187.800158971
1334	sexmale	17037.4026	0-839674693294041	9.74316635702237	0.438603598282516	12.5616680131873
1335	BMI	0.1918	0.0016-23.4513	-1.65119654144527	0.501243984603176	2.45210369763592
1336	hypertensionyes	9e-04	0-2890057.2022	-6.96696813018981	0.532376887482669	11.1447729506197
1337	s_Clostridioides_difficile	0	0-0	-29663.6840137002	0.0104956051224944	11515.9739822781
1338	sexmale	58431.4589	0-2217969202876308	10.9756097043985	0.377914195693477	12.4284483133962
1339	BMI	0.4061	0.0034-48.4877	-0.901140972179775	0.712162547474647	2.44002600627135
1340	hypertensionyes	8e-04	0-1823526.3987	-7.17977087959066	0.515166260913807	11.0183947171842
1341	s_Cloacibacillus_evryensis	0	0-Inf	-10678.3077563109	0.814670794861186	45513.4463685373
1342	sexmale	18824.4482	0-933077260125126	9.84291173861054	0.434042574149041	12.5645905015392
1343	BMI	0.1917	0.0016-23.6804	-1.65187621400461	0.501992114164773	2.45741023025461
1344	hypertensionyes	0.0011	0-3289471.632	-6.83906482277722	0.539953580097801	11.1455624155282
1345	s_Citrobacter_freundii	Inf	0-Inf	1632.90276999916	0.369577918117433	1817.02666125256
1346	sexmale	9564.4856	0-481454526659789	9.1658121049171	0.466568261585223	12.5724595902002
1347	BMI	0.2049	0.0017-24.8896	-1.58515957944801	0.517934577692168	2.44877949390402
1348	hypertensionyes	0.0011	0-3200221.3709	-6.83150543039334	0.539750812798025	11.127671415395
1349	s_Chryseobacterium_chengduensis	Inf	0-Inf	244021.760555678	0.60576207811939	472271.437797671
1350	sexmale	24801.2076	0-1228936255656499	10.1186476262099	0.421285058615917	12.5644274138275
1351	BMI	0.2014	0.0017-24.5703	-1.60233920134838	0.513785886396246	2.45095710435061
1352	hypertensionyes	0.0015	0-4672313.5382	-6.4979043713399	0.560520599957518	11.1505455523611
1353	s_Christensenella_timonensis	Inf	0-Inf	97102.9607462247	0.640473745297748	207693.960813686
1354	sexmale	9457.4136	0-565070344091573	9.15455422490126	0.47019474214529	12.6599066924698
1355	BMI	0.2218	0.0018-27.6237	-1.50619664406342	0.541111400666032	2.46166856218944
1356	hypertensionyes	7e-04	0-2352444.2288	-7.2543213540938	0.517178867278851	11.186370814816
1357	s_Christensenella_massiliensis	0	0-Inf	-8907.34199201773	0.872902078781978	55630.7880245113
1358	sexmale	23809.6231	0-1291235287767989	10.0778451102487	0.424851281399427	12.6104748123766
1359	BMI	0.201	0.0016-24.5889	-1.60450305500336	0.5134740545773	2.45244865075647
1360	hypertensionyes	0.0012	0-3549712.5807	-6.75771566150955	0.544686024988989	11.1429045186206
1361	s_Cellulosilyticum_ruminicola	Inf	0-Inf	264152.465118796	0.3456609928258	279649.912060891
1362	sexmale	39827.1174	0-1976290582397171	10.5923032997886	0.399930855946997	12.5651503772985
1363	BMI	0.1663	0.0014-20.4737	-1.79410385577528	0.465629785833809	2.45573756710957
1364	hypertensionyes	0.003	0-9560646.0405	-5.8224384921806	0.602626900217151	11.1712267104015
1365	s_Catabacter_hongkongensis	0	0-Inf	-23536.2892859701	0.197848041958713	18235.6461724631
1366	sexmale	10854.4993	0-508807160353312	9.29233495563141	0.459146119210715	12.5360996149212
1367	BMI	0.1683	0.0014-20.4344	-1.78178059094663	0.467379044335402	2.44846941671168
1368	hypertensionyes	5e-04	0-1391194.9873	-7.67504505258014	0.491128044315974	11.1330197405471
1369	s_Campylobacter_ureolyticus	Inf	0-Inf	79300.8685873484	0.736687781382349	235617.057910225
1370	sexmale	15986.6484	0-813837877192098	9.67950917557659	0.442197512012047	12.5782005706374
1371	BMI	0.2016	0.0017-24.6298	-1.60148639444646	0.514146880599788	2.45175630462835
1372	hypertensionyes	0.0015	0-4956169.643	-6.48430159601023	0.562152123719486	11.1736966055971
1373	s_Campylobacter_upsaliensis	0	0-Inf	-15175.7137393977	0.669286734950257	35493.4031433772
1374	sexmale	17340.8816	0-857915894237743	9.76082208977142	0.437846545421314	12.5636250487124
1375	BMI	0.1933	0.0016-23.6356	-1.64374179725814	0.503209977271555	2.45229476630146
1376	hypertensionyes	0.001	0-2963111.4069	-6.94615732813088	0.533679066345509	11.1468917108896
1377	s_Campylobacter_rectus	0	0-Inf	-1231721.16784823	0.408157858571415	1486963.73433114
1378	sexmale	68222.0419	0-3887038193117138	11.1305229861943	0.379113906279115	12.63566371755
1379	BMI	0.1761	0.0014-21.5957	-1.73667512182482	0.479645866998123	2.45365751727257
1380	hypertensionyes	8e-04	0-2521636.2911	-7.08666952175756	0.525045878513615	11.1362694349033
1381	s_Campylobacter_gracilis	0	0-Inf	-46273.9393595872	0.568002670171309	80947.8651273075
1382	sexmale	44356.1111	0-2516373267618377	10.7000057706349	0.397719675830491	12.6334639335046
1383	BMI	0.1814	0.0015-22.3507	-1.70725483644847	0.487560065451901	2.45617885804883
1384	hypertensionyes	9e-04	0-2829753.2515	-6.98435054667908	0.531285663424654	11.1428829705258
1385	s_Campylobacter_concisus	Inf	0-Inf	2079593.03948885	0.174308216039671	1527043.7726385
1386	sexmale	45867.9849	0-2158064710064787	10.7335226549495	0.392662853212508	12.5379926492224
1387	BMI	0.1675	0.0014-20.2978	-1.7865917871875	0.466002661464787	2.4475023529937
1388	hypertensionyes	0.0035	0-10456839.9232	-5.66597247651969	0.611317720907933	11.1371119065727
1389	s_Butyricimonas_virosa	Inf	0-Inf	447821.46745549	0.363997134674856	492539.335021251
1390	sexmale	11495.4412	0-564719941461644	9.3497058152016	0.457238186498671	12.5600230766097
1391	BMI	0.2028	0.0017-24.6197	-1.59566750649419	0.515131282323526	2.44857810636498
1392	hypertensionyes	0.0024	0-7419416.8815	-6.04573388123631	0.588279524174603	11.155788217295
1393	s_Butyricicoccus_pullicaecorum	0	0-Inf	-5515.35255653057	0.40612213223182	6629.400571785
1394	sexmale	37146.4555	0-1862203480015965	10.5226236343092	0.403229288953898	12.5703638846112
1395	BMI	0.231	0.0019-28.436	-1.46512632850531	0.551194164426229	2.45550113872066
1396	hypertensionyes	0.0013	0-3803037.1	-6.66437968033654	0.549807410308558	11.1304541952363
1397	s_Brevundimonas_diminuta	Inf	Inf-Inf	121322.198328698	0.0440195646584027	59978.8342323687
1398	sexmale	57175.9135	0-2429815859448531	10.9538879963364	0.381058674119676	12.4860734056381
1399	BMI	0.2674	0.0022-31.8722	-1.31901779277169	0.589084387848509	2.43915878068369
1400	hypertensionyes	0.0028	0-7409095.7503	-5.88611212699397	0.595451044827816	11.0736383090911
1401	s_Brevibacterium_samyangense	Inf	0-Inf	286542.461022203	0.666599882860376	664428.845674916
1402	sexmale	23560.7074	0-1168861626093379	10.0673356621541	0.423663570302508	12.5650362442722
1403	BMI	0.2115	0.0017-26.0105	-1.55345700665633	0.527395949531823	2.45508045313361
1404	hypertensionyes	0.0014	0-4309074.7806	-6.57542051224093	0.555794198724371	11.1488032057188
1405	s_Brevibacterium_ravenspurgense	Inf	0-Inf	18673.7828188757	0.759189984923996	60859.3785045605
1406	sexmale	20290.0535	0-999259372361882	9.91788606721951	0.430432758088971	12.5613007273739
1407	BMI	0.2042	0.0017-24.9979	-1.58880749499093	0.517668821655402	2.45285613987026
1408	hypertensionyes	0.0013	0-3988191.0073	-6.65156921294745	0.551207437095268	11.1481722027413
1409	s_Brevibacillus_agri	Inf	0-Inf	569640.384556119	0.112439663294007	357776.103083202
1410	sexmale	38906.8841	0-1751633354381586	10.5689264818435	0.399107370818542	12.5155094954427
1411	BMI	0.2441	0.002-29.4098	-1.41016099004347	0.564497582509949	2.44463737849514
1412	hypertensionyes	2e-04	0-612153.5711	-8.52746027326284	0.444980396078724	11.1490809879956
1413	s_Blautia_hydrogenotrophica	0	0-Inf	-6221.23129028894	0.2656288503718	5577.84975223979
1414	sexmale	75690.8678	0-3967110295822925	11.2344127951381	0.373075464285258	12.5930620123732
1415	BMI	0.171	0.0014-20.8421	-1.76621316355369	0.471661168363156	2.45060549159365
1416	hypertensionyes	5e-04	0-1485296.6114	-7.63496356662909	0.493894156944305	11.1459635791814
1417	s_Bittarella_massiliensis	Inf	0-Inf	83423.2450292033	0.439550657861249	107778.944143782
1418	sexmale	9096.4573	0-475136504419372	9.11564031211616	0.469674453507125	12.5913178287178
1419	BMI	0.1665	0.0013-20.6879	-1.79304221534915	0.466757553123199	2.4605061970734
1420	hypertensionyes	0.002	0-6348535.9898	-6.20178673545048	0.578695006495891	11.1558783300732
1421	s_Bifidobacterium_pullorum	0	0-Inf	-334926.137213411	0.149619681657898	231827.601669461
1422	sexmale	11295.1417	0-517396553300839	9.33212797427499	0.456805039755635	12.524338137657
1423	BMI	0.211	0.0018-25.3628	-1.55600424031734	0.524766083694475	2.44351457846468
1424	hypertensionyes	5e-04	0-1573635.6252	-7.51635114091718	0.499429374412072	11.1149236357079
1425	s_Bifidobacterium_dentium	0	0-Inf	-885.370624444161	0.310325722451058	871.150911421163
1426	sexmale	23192.0887	0-1099160739858027	10.0515664948424	0.423529125703392	12.5417126657664
1427	BMI	0.2036	0.0017-24.6803	-1.59153499304216	0.516073063050186	2.44772427391054
1428	hypertensionyes	0.001	0-3075104.3839	-6.86323604344342	0.537718812316085	11.1235129837039
1429	s_Bifidobacterium_breve	Inf	0-Inf	2317238.1875452	0.394464895134239	2717145.38554679
1430	sexmale	25624.7473	0-1236431271254930	10.1513138556279	0.419287476264277	12.5508631440927
1431	BMI	0.2187	0.0018-26.7016	-1.519919589557	0.535723793134851	2.4513476812827
1432	hypertensionyes	0.0015	0-4627616.0444	-6.47597172431738	0.561278929088429	11.1344510839535
1433	s_Bifidobacterium_bifidum	1.19728423509156e+184	0-Inf	423.855712965509	0.675430324937377	1011.26793242976
1434	sexmale	10254.0384	0-612522516126938	9.23542689423103	0.466281234072442	12.6597856757471
1435	BMI	0.1969	0.0016-24.0459	-1.62483159959929	0.507980138018422	2.45142671044049
1436	hypertensionyes	0.0018	0-5851527.4273	-6.3434604728866	0.571113282486203	11.1865682432137
1437	s_Beduini_massiliensis	Inf	0-Inf	717689.100372167	0.120882354991008	461339.352319856
1438	sexmale	36892.2674	0-1666390414375108	10.5157572522603	0.401543576564747	12.5171831639302
1439	BMI	0.1875	0.0016-22.4782	-1.67400471831614	0.493595387552156	2.44211863383128
1440	hypertensionyes	0.0025	0-7280896.6062	-5.97204015392091	0.591262544141272	11.1085738401567
1441	s_Bdellovibrio_exovorus	0	0-Inf	-252797.023024946	0.830004358547571	1176400.00544623
1442	sexmale	23657.092	0-1225001666563257	10.071418222024	0.424280214548857	12.5868879476236
1443	BMI	0.1959	0.0016-24.0005	-1.63002423314222	0.506918184941667	2.45311256523994
1444	hypertensionyes	0.0012	0-3806560.1493	-6.69714760211722	0.548465425697451	11.1476449456358
1445	s_Barnesiella_viscericola	Inf	0-Inf	178252.889989233	0.103308628050047	109077.484153759
1446	sexmale	29590.1965	0-1312482403085771	10.2951983847714	0.411132522920594	12.5079073052859
1447	BMI	0.2535	0.0021-30.5698	-1.37253780027529	0.575011629246427	2.44517895103531
1448	hypertensionyes	5e-04	0-1454289.7193	-7.5711558629142	0.495833385818205	11.1026449167731
1449	s_Bariatricus_massiliensis	0	0-Inf	-8142.52878570291	0.170967197678629	5932.55825901423
1450	sexmale	17930.7686	0-818791312770911	9.79427343466741	0.434785061941304	12.5227433292264
1451	BMI	0.2299	0.0019-27.791	-1.46997254718848	0.548374763054118	2.44626761291324
1452	hypertensionyes	4e-04	0-1260577.9825	-7.76883644747608	0.485755320534487	11.1305700701338
