	Characteristics	OR	CI	Beta	P	SE
1105	s_Fenollaria_timonensis	0.0078	0-34666.9048	-4.85949194521381	0.53443663452205	7.81277178838788
1106	sexmale	0.9859	0.9618-1.0106	-0.01419027633264	0.261616812230074	0.012616078856581
1107	BMI	1.0038	0.9989-1.0087	0.00378370391406273	0.128015727088841	0.00247891875647954
1108	hypertensionyes	0.9871	0.9657-1.009	-0.0129667868116699	0.247578129019601	0.011191828232601
1109	s_Faecalicoccus_pleomorphus	0.5796	0-16280442704639.9	-0.54540215550226	0.972485590378835	15.7991774616302
1110	sexmale	0.9856	0.9615-1.0103	-0.0144821542526063	0.251973234621383	0.0126165913153454
1111	BMI	1.004	0.9991-1.0088	0.00396853022205709	0.108258793319385	0.00246330773265277
1112	hypertensionyes	0.9874	0.966-1.0093	-0.0126739805553676	0.258287363549238	0.0111893709563231
1113	s_Faecalibacterium_prausnitzii	78.7542	0.5906-10501.755	4.36633136100895	0.081345150063369	2.49641138159105
1114	sexmale	0.9865	0.9626-1.0111	-0.0135442692346392	0.281799633560931	0.0125607761069136
1115	BMI	1.0042	0.9994-1.009	0.00416755619075836	0.090249927858967	0.00245183373718604
1116	hypertensionyes	0.9886	0.9672-1.0105	-0.011461435187558	0.304930438815074	0.0111520509179869
1117	s_Facklamia_ignava	0	0-9.12969431962398e+235	-574.783860177602	0.314499739140391	570.460657777743
1118	sexmale	0.9852	0.9612-1.0099	-0.0148736064781592	0.238761629981033	0.0125991309767823
1119	BMI	1.0038	0.999-1.0087	0.0038135928339027	0.122607717385363	0.00246284123912544
1120	hypertensionyes	0.987	0.9656-1.0088	-0.0131279566234592	0.241218645214031	0.0111788420826996
1121	s_Ezakiella_massiliensis	1833611.4501	0-4.07860863108576e+33	14.4217980500734	0.653842265547804	32.1271764934654
1122	sexmale	0.9858	0.9618-1.0105	-0.0142601304537893	0.259475992338291	0.012621251500801
1123	BMI	1.004	0.9992-1.0088	0.00398061095450848	0.106926085042271	0.00246142175488435
1124	hypertensionyes	0.9871	0.9656-1.009	-0.0130098912339232	0.246805127413897	0.0112106411148948
1125	s_Eubacterium_ramulus	175824.496	0.0019-16112956295863.1	12.0772415945512	0.197679318096917	9.35377714725128
1126	sexmale	0.9863	0.9622-1.0109	-0.0138040299993276	0.273817413084064	0.0125903460800682
1127	BMI	1.0043	0.9995-1.0092	0.00432974591253348	0.0807690570454724	0.00247078092484232
1128	hypertensionyes	0.9873	0.9659-1.0091	-0.0127967058895557	0.252368577486769	0.0111575766338288
1129	s_Eubacterium_limosum	2e-04	0-0.4066	-8.3118232216736	0.0287436959206371	3.78157804676325
1130	sexmale	0.9866	0.9627-1.0111	-0.0135218476839366	0.280995643992681	0.012519003487633
1131	BMI	1.0039	0.9991-1.0087	0.00388870719415019	0.112403996314122	0.00244215093282309
1132	hypertensionyes	0.9879	0.9666-1.0096	-0.012192693350239	0.272886348401461	0.0110990731932569
1133	s_Eubacterium_infirmum	0	0-0	-86.8013927133279	0.000390975637654962	24.1908802199815
1134	sexmale	0.9843	0.9608-1.0085	-0.0157838587070107	0.202213295062251	0.0123487448639414
1135	BMI	1.0037	0.999-1.0085	0.00374082880395633	0.121700599687937	0.00240996434812516
1136	hypertensionyes	0.9875	0.9665-1.0089	-0.01261020165766	0.250348230779078	0.0109480947271563
1137	s_Eubacterium_brachy	0	0-Inf	-1260.30835618869	0.418040369813483	1554.04216934419
1138	sexmale	0.9852	0.9611-1.0098	-0.0149288383192817	0.237533873016053	0.0126128020573618
1139	BMI	1.0041	0.9993-1.009	0.00408479531755238	0.0983610918929901	0.00246338414868944
1140	hypertensionyes	0.988	0.9665-1.0099	-0.0121205850337637	0.279951137952837	0.0111972735547043
1141	s_Enteractinococcus_viverrae	0	0-1.86826341937423e+252	-91.5058303545578	0.789859377773715	343.052185273325
1142	sexmale	0.9855	0.9614-1.0102	-0.0145998957401903	0.248305265076754	0.0126208236864336
1143	BMI	1.004	0.9991-1.0088	0.00396110614469731	0.10875488785238	0.0024621704922848
1144	hypertensionyes	0.9876	0.9662-1.0096	-0.0124370967402076	0.268689932246253	0.011222627714833
1145	s_Enorma_timonensis	0	0-1.8444	-58.9077551604956	0.0533716405051001	30.3672924906039
1146	sexmale	0.9837	0.9597-1.0082	-0.0164699261298191	0.19134832718353	0.012575649677398
1147	BMI	1.0043	0.9995-1.0091	0.0043012148362205	0.0804896702317303	0.00245222560241511
1148	hypertensionyes	0.9894	0.968-1.0113	-0.010651006816878	0.340937128869271	0.0111658797548462
1149	s_Enorma_phocaeensis	1.03162162902215e+35	0-8.949650376086e+115	80.6216102160782	0.39720271224848	95.0853520130798
1150	sexmale	0.9844	0.9602-1.0092	-0.0157289972195588	0.215973673528256	0.0126844651716092
1151	BMI	1.0042	0.9993-1.009	0.00415573738584857	0.0933904024225378	0.0024687546667057
1152	hypertensionyes	0.9876	0.9662-1.0095	-0.0124635225591625	0.265779750435006	0.0111781172764779
1153	s_Enorma_massiliensis	0	0-6.5117	-13.2719374323773	0.0869527684717305	7.72731903425806
1154	sexmale	0.9862	0.9622-1.0107	-0.0139429972314305	0.267704239899887	0.0125555379161494
1155	BMI	1.0039	0.9991-1.0088	0.00391786792428916	0.110871908134454	0.0024499137177281
1156	hypertensionyes	0.9862	0.9649-1.008	-0.0138804076476738	0.214382016657235	0.0111548191042845
1157	s_Empedobacter_stercoris	0	0-2.29085791627678e+202	-67.0064875837143	0.805530170014778	271.917144261147
1158	sexmale	0.9855	0.9614-1.0102	-0.0146030955856249	0.248272669404161	0.0126227179593423
1159	BMI	1.004	0.9991-1.0088	0.00394340669498417	0.110671595425211	0.00246449334433082
1160	hypertensionyes	0.9874	0.966-1.0093	-0.0126368857819729	0.259666512189588	0.0111890452054407
1161	s_Emergencia_timonensis	0.3275	0-3214.4421	-1.11617128405181	0.812041350614628	4.68958182082718
1162	sexmale	0.9855	0.9614-1.0102	-0.0146383744215401	0.247405073008759	0.0126299659269234
1163	BMI	1.004	0.9991-1.0088	0.0039499872796403	0.109944058009003	0.00246354460093431
1164	hypertensionyes	0.9876	0.9661-1.0095	-0.0125003335925779	0.265796177579336	0.0112115179575923
1165	s_Eggerthella_lenta	0	0-Inf	-13.7225590612801	0.975239347843075	441.740600288177
1166	sexmale	0.9857	0.9614-1.0105	-0.0144405248292784	0.256766517730093	0.0127082161779498
1167	BMI	1.004	0.9991-1.0088	0.00396789187069455	0.108463718431468	0.00246434807452023
1168	hypertensionyes	0.9874	0.966-1.0093	-0.0126619290928952	0.258948935464831	0.0111943070756797
1169	s_Edwardsiella_tarda	4.0038	0-3626465.2854	1.387252432638	0.843005072130722	6.99822272889194
1170	sexmale	0.9853	0.9611-1.0102	-0.0147762136377693	0.245519414283614	0.012697990464034
1171	BMI	1.004	0.9992-1.0089	0.00400361934300141	0.105775237160734	0.00246748081078086
1172	hypertensionyes	0.9875	0.9661-1.0094	-0.0125903303077124	0.26172565940926	0.0111961828721078
1173	s_Dorea_formicigenerans	3.68947360488653e+22	0-1.54904238774142e+72	51.962355839243	0.373486147998059	58.2966366234557
1174	sexmale	0.9863	0.9622-1.011	-0.0138399685765989	0.273664240043519	0.0126190869895796
1175	BMI	1.0039	0.9991-1.0088	0.00391209386512229	0.112821102716203	0.00245970199613881
1176	hypertensionyes	0.987	0.9656-1.0089	-0.0130804688333667	0.243109345769674	0.0111833229229832
1177	s_Dolosicoccus_paucivorans	20769.0947	4e-04-1078176406184.15	9.94122132991984	0.273640318960356	9.0638116771469
1178	sexmale	0.9864	0.9623-1.0111	-0.0136903213744075	0.278538288659833	0.0126102446867912
1179	BMI	1.0039	0.999-1.0087	0.00385033366382906	0.118568124307149	0.00245954575786211
1180	hypertensionyes	0.9882	0.9668-1.0101	-0.0118653239356384	0.289883197375092	0.0111902961874777
1181	s_Dielma_fastidiosa	19.286	0-2946906201900.44	2.95937962575737	0.821954353203851	13.1389782474931
1182	sexmale	0.9853	0.9611-1.0101	-0.0147943851382131	0.244546966420213	0.0126873746390048
1183	BMI	1.004	0.9991-1.0088	0.00395244022244381	0.109698783688146	0.00246336576066958
1184	hypertensionyes	0.9874	0.966-1.0093	-0.0126561201623195	0.258922326313454	0.0111885449543627
1185	s_Dialister_pneumosintes	232555070.8572	0-1.43742031935474e+37	19.2646376188456	0.569414937341928	33.8233984102414
1186	sexmale	0.9856	0.9615-1.0102	-0.0145305858343573	0.250093701001811	0.0126085671871011
1187	BMI	1.004	0.9991-1.0088	0.00396647427426005	0.108086117532389	0.00246082114124949
1188	hypertensionyes	0.9878	0.9664-1.0098	-0.0122446925031033	0.275533618273901	0.011208198808485
1189	s_Devosia_crocina	Inf	0-Inf	1152.1645363517	0.638271887394314	2448.21919133602
1190	sexmale	0.9858	0.9617-1.0105	-0.0142828376491387	0.258602434863384	0.0126181345039506
1191	BMI	1.0039	0.9991-1.0088	0.00392653009294147	0.11199255737911	0.00246306692769124
1192	hypertensionyes	0.9877	0.9662-1.0096	-0.0123986573282721	0.269209648148222	0.0112001192479116
1193	s_Desulfovibrio_termitidis	209.6243	0-1.39143975686075e+87	5.34531695945389	0.95725742943012	99.6479209889829
1194	sexmale	0.9856	0.9616-1.0103	-0.0144711122663042	0.252437905171645	0.012619356743942
1195	BMI	1.004	0.9991-1.0088	0.00397512151599855	0.107678053104831	0.00246331781167412
1196	hypertensionyes	0.9874	0.966-1.0093	-0.0126515048468699	0.259411729780321	0.0111959873315055
1197	s_Desulfovibrio_fairfieldensis	34.9331	0.0176-69432.7018	3.55343358483632	0.359879089049703	3.87483656028131
1198	sexmale	0.984	0.9597-1.0088	-0.0161536340143251	0.205388574046496	0.0127273480994342
1199	BMI	1.0042	0.9994-1.0091	0.00419518371952067	0.0905925712827109	0.002470726646538
1200	hypertensionyes	0.9877	0.9663-1.0095	-0.0124023482981452	0.268077371346292	0.0111769284750403
1201	s_Desulfonispora_thiosulfatigenes	0	0-Inf	-257.868914981064	0.649039844246853	566.033222172953
1202	sexmale	0.9854	0.9614-1.0101	-0.0146808859314192	0.245591021939852	0.0126179884233978
1203	BMI	1.004	0.9992-1.0089	0.00400570021235702	0.104891520920622	0.00246247642247257
1204	hypertensionyes	0.9872	0.9657-1.0091	-0.0129275357367458	0.249323913034889	0.011199295562357
1205	s_Denitrobacterium_detoxificans	0	0-0	-2004.08713111028	9.75800478054735e-05	507.137137858779
1206	sexmale	0.9904	0.9667-1.0146	-0.00968076173175761	0.433680642408587	0.0123478684909772
1207	BMI	1.0047	1-1.0095	0.00473383790592738	0.0500800904471423	0.00240599929354717
1208	hypertensionyes	0.9845	0.9636-1.0058	-0.0156679659844011	0.152615167660552	0.0109250370768675
1209	s_Deinococcus_radiodurans	0.0129	0-Inf	-4.34745684410967	0.992493314718142	461.68419319199
1210	sexmale	0.9856	0.9615-1.0103	-0.0144920617262847	0.251862027617581	0.012622255438111
1211	BMI	1.004	0.9991-1.0088	0.00397170942461954	0.107939681882733	0.00246304092590819
1212	hypertensionyes	0.9874	0.966-1.0093	-0.0126775099284858	0.258719998003321	0.0112026835121049
1213	s_Culturomica_massiliensis	3.0885	0.5682-16.7874	1.12768179118849	0.192738647866735	0.863749555598704
1214	sexmale	0.9862	0.9622-1.0108	-0.0138888341717898	0.270750519835231	0.0125867565418993
1215	BMI	1.004	0.9992-1.0089	0.00403207957817067	0.10165178490974	0.00245540384182591
1216	hypertensionyes	0.9864	0.9651-1.0083	-0.0136469795515546	0.223267199681886	0.0111813912795524
1217	s_Cryptobacterium_curtum	7.2604452475154e+73	0-Inf	170.07115294438	0.682085275419234	414.773961113481
1218	sexmale	0.9857	0.9616-1.0104	-0.0144084169210082	0.254265020672186	0.0126132526527615
1219	BMI	1.0041	0.9992-1.009	0.00407504494703339	0.100681836391322	0.00247449238704378
1220	hypertensionyes	0.9875	0.9661-1.0094	-0.0125953418908982	0.261172067680142	0.0111876181462282
1221	s_Cronobacter_sakazakii	0.2565	0-3527.765	-1.36065214103061	0.779779315233544	4.86177139476256
1222	sexmale	0.9855	0.9614-1.0102	-0.0145982947832407	0.248320628842137	0.0126198505515361
1223	BMI	1.004	0.9991-1.0088	0.00395012977063848	0.109852319100225	0.00246299482284635
1224	hypertensionyes	0.9873	0.9658-1.0092	-0.012808346847631	0.253664159805011	0.0111983263297644
1225	s_Criibacterium_bergeronii	Inf	0-Inf	943.667856947439	0.341886485115871	991.235391630025
1226	sexmale	0.9844	0.9603-1.0091	-0.0157398525077821	0.214923338896952	0.0126641228788305
1227	BMI	1.0039	0.9991-1.0087	0.00387967957518376	0.115896407052893	0.00246021155178316
1228	hypertensionyes	0.988	0.9666-1.0099	-0.0120441239052001	0.282731952480833	0.0111912631651659
1229	s_Corynebacterium_xerosis	0	0-1118457649561.15	-22.3724312711606	0.382311477971784	25.5690831758767
1230	sexmale	0.9861	0.962-1.0108	-0.0140193266391011	0.267169285196966	0.0126101335212056
1231	BMI	1.0039	0.9991-1.0088	0.00393212999475257	0.110944884872088	0.00245933697437878
1232	hypertensionyes	0.9873	0.966-1.0092	-0.0127327859899939	0.255468177553987	0.0111747168281183
1233	s_Corynebacterium_variabile	0	0-6.2397619718469e+69	-19.8298390983862	0.829700798848731	92.1118125260672
1234	sexmale	0.9857	0.9616-1.0104	-0.0144081571624706	0.254522565437259	0.012619881676563
1235	BMI	1.004	0.9991-1.0088	0.00397214357394748	0.107752561591078	0.00246199587419475
1236	hypertensionyes	0.9874	0.966-1.0093	-0.0126648787582006	0.258589631711561	0.0111884515792166
1237	s_Corynebacterium_urealyticum	0	0-3.3667135973616e+84	-124.496727154376	0.445117863482574	162.820312265698
1238	sexmale	0.9854	0.9613-1.01	-0.0147383282609573	0.243340430632786	0.0126069267554463
1239	BMI	1.0039	0.9991-1.0088	0.00392468691140911	0.111780810812298	0.00246045057285226
1240	hypertensionyes	0.9871	0.9657-1.009	-0.0129815375375775	0.246767047969337	0.0111853051974558
1241	s_Corynebacterium_pyruviciproducens	1.02283708098775e+222	0-Inf	511.196470862844	0.40311490308129	610.528446199669
1242	sexmale	0.9841	0.9598-1.009	-0.0160294608225871	0.20911779039908	0.0127339032028846
1243	BMI	1.0038	0.999-1.0087	0.00381011893703664	0.12353375838393	0.00246671147029904
1244	hypertensionyes	0.9882	0.9667-1.0102	-0.0118302319515993	0.292625243302666	0.0112209126423774
1245	s_Corynebacterium_pseudodiphtheriticum	0	0-2.86292316375718e+95	-429.350241089081	0.195887073548248	331.197789852859
1246	sexmale	0.9862	0.9622-1.0108	-0.0139030964815896	0.27026886908401	0.0125869947327632
1247	BMI	1.0036	0.9987-1.0084	0.00354727986154435	0.153155433119632	0.0024767331829992
1248	hypertensionyes	0.9865	0.9651-1.0083	-0.0136074786526576	0.224557084616716	0.0111801980969688
1249	s_Corynebacterium_maris	583.9679	0-23291838141.5687	6.36984593102256	0.476198252128016	8.92934842386471
1250	sexmale	0.9859	0.9619-1.0106	-0.0141656985690771	0.262304409222178	0.0126124318833232
1251	BMI	1.0039	0.9991-1.0088	0.00393895268967395	0.110487956242407	0.00246043629799153
1252	hypertensionyes	0.9878	0.9664-1.0097	-0.0122516424730522	0.27469741198682	0.0111950017147391
1253	s_Corynebacterium_kroppenstedtii	4136007.8483	0-4.22691303282472e+27	15.2352415927242	0.537542637868802	24.6816468700411
1254	sexmale	0.9847	0.9605-1.0095	-0.0154271824808753	0.225405024592214	0.0126985653977023
1255	BMI	1.0043	0.9993-1.0092	0.00425071908734029	0.090398313976021	0.00250191806370043
1256	hypertensionyes	0.988	0.9665-1.0099	-0.0121139581095932	0.28112100001456	0.0112184583767265
1257	s_Corynebacterium_glutamicum	0	0-6.41016188839661e+62	-18.0897807996938	0.827651662211365	83.0142556589481
1258	sexmale	0.9855	0.9614-1.0102	-0.0146463326438138	0.247346167633218	0.0126352541088032
1259	BMI	1.004	0.9992-1.0088	0.00397692460217416	0.107350632052956	0.00246213137348132
1260	hypertensionyes	0.9874	0.966-1.0093	-0.0126340921067359	0.259801719409827	0.011189753293481
1261	s_Corynebacterium_falsenii	2.13206251884721e+91	0-8.0830725208718e+279	210.292333292369	0.343297235310944	221.540142712095
1262	sexmale	0.9845	0.9604-1.0092	-0.0156223177155495	0.217931382219214	0.0126523449227087
1263	BMI	1.0043	0.9994-1.0092	0.004262472976523	0.0864103576807632	0.00247744895204595
1264	hypertensionyes	0.9878	0.9664-1.0096	-0.0123164381832844	0.271453098414297	0.0111781829542589
1265	s_Corynebacterium_durum	20204297353.9218	0-3.9887576951713e+99	23.7291611590207	0.821205317989552	104.903185140417
1266	sexmale	0.9857	0.9616-1.0104	-0.0143585800425534	0.25643599437425	0.0126273038753728
1267	BMI	1.004	0.9992-1.0089	0.00402847143087289	0.10468570810602	0.00247500091768339
1268	hypertensionyes	0.9874	0.966-1.0093	-0.0126697014968633	0.258402759472041	0.0111883105374845
1269	s_Corynebacterium_casei	0	0-3567976042277059072	-29.0847828429564	0.427892687252612	36.6343433759877
1270	sexmale	0.9855	0.9614-1.0101	-0.0146342490073106	0.246531335316988	0.012603030414445
1271	BMI	1.004	0.9992-1.0089	0.00399902052318859	0.105086993177841	0.00245975928512164
1272	hypertensionyes	0.9872	0.9658-1.0091	-0.0128992244407562	0.249577286616389	0.0111807650842383
1273	s_Corynebacterium_argentoratense	0.5669	0-17080.0822	-0.567498880855742	0.914187768946695	5.26181997912456
1274	sexmale	0.9857	0.9616-1.0105	-0.0143607799995667	0.257977961927501	0.0126703256703394
1275	BMI	1.004	0.9992-1.0089	0.00399268848818259	0.107120269528253	0.0024702628048553
1276	hypertensionyes	0.9873	0.9658-1.0093	-0.0127851925771791	0.256193321110924	0.0112378774332389
1277	s_Coprobacter_fastidiosus	0	0-Inf	-326.569337552492	0.752005078267879	1032.47541896508
1278	sexmale	0.9855	0.9614-1.0102	-0.0146020512410452	0.248144134411958	0.0126183780118025
1279	BMI	1.0039	0.9991-1.0088	0.00393243165860335	0.111707033872193	0.00246479602348166
1280	hypertensionyes	0.9877	0.9662-1.0097	-0.0123626107253977	0.271881306125908	0.0112301369525953
1281	s_Coprobacillus_cateniformis	0	0-2.19182800243917e+101	-157.345553598017	0.430547053274645	199.332338719583
1282	sexmale	0.9855	0.9614-1.0101	-0.0146415265779149	0.246308651936551	0.0126033417333802
1283	BMI	1.0038	0.9989-1.0087	0.00377114835872846	0.128300970167873	0.00247254804364301
1284	hypertensionyes	0.9873	0.9659-1.0091	-0.0128204940241086	0.252390156542053	0.0111788274255022
1285	s_Comamonas_testosteroni	0	0-9.73510265757222e+44	-72.2840396752315	0.421158748517478	89.7313887504812
1286	sexmale	0.9851	0.9611-1.0098	-0.0149754897717108	0.2361855220345	0.0126157953793693
1287	BMI	1.0039	0.9991-1.0088	0.00390385082131111	0.113745239994238	0.00246084518675641
1288	hypertensionyes	0.9868	0.9654-1.0087	-0.0132802278766664	0.236792870768195	0.0112021979113549
1289	s_Collinsella_tanakaei	69.9872	0.0039-1255141.7394	4.2483120856122	0.395948708914855	4.99716682569322
1290	sexmale	0.9844	0.9603-1.0092	-0.0156906247647177	0.21688890789771	0.0126788199479786
1291	BMI	1.0039	0.9991-1.0087	0.00388701994543755	0.115342555903525	0.00246110343778832
1292	hypertensionyes	0.9879	0.9665-1.0098	-0.012143102205539	0.278862637496879	0.0111926561577156
1293	s_Collinsella_phocaeensis	0	0-1.01953223033148e+46	-14.277876118711	0.816092334068787	61.3347624085872
1294	sexmale	0.9855	0.9614-1.0102	-0.0145962599070079	0.248496172307185	0.0126227852224462
1295	BMI	1.004	0.9991-1.0088	0.00396971175368989	0.107962882295122	0.00246196490334816
1296	hypertensionyes	0.9872	0.9658-1.0092	-0.01283276469315	0.253232199172025	0.0112094466471587
1297	s_Collinsella_bouchesdurhonensis	5.80637401483379e+35	0-6.51012731757684e+84	82.3494345369954	0.154053430567337	57.6229960651863
1298	sexmale	0.9851	0.9611-1.0096	-0.0150482657619079	0.232492681645636	0.0125771884460024
1299	BMI	1.0041	0.9993-1.0089	0.00407439946132069	0.0980183118202528	0.00245459879036548
1300	hypertensionyes	0.9883	0.9669-1.0102	-0.0117499558667593	0.293655583002407	0.0111686315596249
1301	s_Collinsella_aerofaciens	0	0-5.5153319065157e+119	-217.531669920839	0.388085617219008	251.656544806393
1302	sexmale	0.9853	0.9612-1.0099	-0.0148484198265713	0.239812806841989	0.0126060369018605
1303	BMI	1.004	0.9991-1.0088	0.00396434439921201	0.108018251011873	0.00245902417734772
1304	hypertensionyes	0.9875	0.9661-1.0094	-0.0125812048030082	0.261184614684826	0.011175355767373
1305	s_Clostridium_phoceensis	2.59740635675058e+21	48.8662-1.38061124927746e+41	49.3088003449172	0.0341978003846213	23.1733238791839
1306	sexmale	0.985	0.9611-1.0095	-0.0151101774065619	0.22850707276829	0.012521160399112
1307	BMI	1.0037	0.9989-1.0085	0.00371318854576342	0.13011132639211	0.00244613000860765
1308	hypertensionyes	0.9866	0.9654-1.0083	-0.0134830808249932	0.225858504474929	0.011109198065364
1309	s_Clostridium_perfringens	1.0443	0.6328-1.7232	0.0433068358749449	0.865552124293226	0.255555442364262
1310	sexmale	0.9854	0.9612-1.0102	-0.0146964770838379	0.247198892698831	0.0126745546015344
1311	BMI	1.004	0.9992-1.0089	0.00398753740912729	0.106681389118672	0.00246397633934046
1312	hypertensionyes	0.9874	0.966-1.0093	-0.0126804402150821	0.258022811413769	0.0111888406531519
1313	s_Clostridium_paraputrificum	0.0694	3e-04-15.7894	-2.66773328015862	0.336123279444768	2.76891546424443
1314	sexmale	0.9854	0.9613-1.01	-0.0147414442698431	0.242906300001879	0.012597953711227
1315	BMI	1.0041	0.9993-1.009	0.00413103730383033	0.0946894118395801	0.00246384252301375
1316	hypertensionyes	0.9873	0.9659-1.0091	-0.0127962294861098	0.253002326671419	0.0111721081471623
1317	s_Clostridium_orbiscindens	0	0-Inf	-1002.36522687634	0.542347135095138	1643.24609300543
1318	sexmale	0.9864	0.9622-1.0112	-0.0136711575687359	0.281792125096603	0.0126782524437977
1319	BMI	1.004	0.9992-1.0089	0.00400883099751098	0.1044680304803	0.00246138235607934
1320	hypertensionyes	0.987	0.9656-1.0089	-0.0130513425310868	0.244831606375681	0.0111993457678741
1321	s_Clostridium_merdae	1.87650297702223e+47	0-Inf	108.850909296788	0.885553483103311	755.594189166296
1322	sexmale	0.9857	0.9616-1.0104	-0.0144211289846751	0.254233624453328	0.0126235444906385
1323	BMI	1.004	0.9991-1.0088	0.00396696164647754	0.10824930684979	0.00246226760301342
1324	hypertensionyes	0.9873	0.9658-1.0092	-0.0127885733049087	0.25522567907554	0.0112179393977827
1325	s_Clostridium_ihumii	22.2523	0-3.19590102008515e+63	3.10244625091593	0.966140046271508	73.0215732985702
1326	sexmale	0.9856	0.9615-1.0103	-0.0144671048806663	0.252784516881582	0.0126251033761208
1327	BMI	1.004	0.9991-1.0088	0.00396554719157752	0.108857020728507	0.00246564601846681
1328	hypertensionyes	0.9874	0.966-1.0094	-0.0126356961851651	0.261130235646913	0.0112224755699343
1329	s_Clostridium_butyricum	0.8336	0.2846-2.441	-0.182048043056956	0.740067733216159	0.548201367298158
1330	sexmale	0.9854	0.9613-1.0101	-0.0147171268998287	0.244946941320684	0.0126318481746945
1331	BMI	1.004	0.9991-1.0088	0.00396658135324741	0.108210058845874	0.002461756450793
1332	hypertensionyes	0.9877	0.9662-1.0097	-0.0123871722630883	0.270503334738641	0.0112200731595824
1333	s_Clostridium_bornimense	0	0-Inf	-170.458197624117	0.793034360055383	649.079930764112
1334	sexmale	0.9855	0.9615-1.0102	-0.0145713037431907	0.249120962565326	0.0126178900348715
1335	BMI	1.004	0.9991-1.0088	0.00395104723904056	0.109782194587438	0.00246307853211774
1336	hypertensionyes	0.9873	0.9659-1.0092	-0.0127740022362971	0.254781026261991	0.0111946534016742
1337	s_Clostridioides_difficile	0	0-5e-04	-30.3103425315924	0.00919927741000365	11.559095448308
1338	sexmale	0.9867	0.9629-1.0111	-0.0133913697602251	0.283961315319503	0.0124749865317505
1339	BMI	1.0047	0.9999-1.0095	0.00469831266671294	0.0560537581430877	0.00244916266277155
1340	hypertensionyes	0.987	0.9658-1.0086	-0.0130884754814781	0.237605937234771	0.0110596530019139
1341	s_Cloacibacillus_evryensis	0	0-62522264390949920778	-43.8604926475337	0.337286605642215	45.633952573974
1342	sexmale	0.9854	0.9613-1.01	-0.0147317896521594	0.243210716133791	0.0125978578377885
1343	BMI	1.0038	0.999-1.0087	0.0038107590516824	0.123047639990758	0.00246391672900778
1344	hypertensionyes	0.9871	0.9658-1.009	-0.0129456542660052	0.247640783206914	0.0111750725832109
1345	s_Citrobacter_freundii	1.4225	0.0396-51.0772	0.35241221774321	0.847179931531945	1.82700325474637
1346	sexmale	0.9855	0.9613-1.0102	-0.0146470834816347	0.247554719486584	0.0126414901230061
1347	BMI	1.004	0.9992-1.0088	0.00397707305287758	0.107350847855715	0.00246222479885613
1348	hypertensionyes	0.9874	0.966-1.0093	-0.0126850824013886	0.257845936408258	0.0111887691728531
1349	s_Chryseobacterium_chengduensis	0	0-6.04229234569668e+268	-310.345518506146	0.51324690647026	474.10056474282
1350	sexmale	0.9853	0.9613-1.01	-0.0147633914223344	0.242771430457928	0.0126130899644153
1351	BMI	1.004	0.9991-1.0088	0.00395774467207189	0.108807656037732	0.00246044976327972
1352	hypertensionyes	0.9871	0.9656-1.009	-0.0130216170328294	0.245669253677001	0.0111937320796219
1353	s_Christensenella_timonensis	0	0-1.26296087386962e+107	-161.889183237183	0.437940107554054	208.417983189647
1354	sexmale	0.9868	0.9626-1.0117	-0.013241635029947	0.298135903140983	0.0127040392020865
1355	BMI	1.0038	0.999-1.0087	0.00379330480478942	0.125731647636049	0.00247024995335866
1356	hypertensionyes	0.9882	0.9667-1.0102	-0.0118691102293301	0.291236157844685	0.0112253665696468
1357	s_Christensenella_massiliensis	1.65769834640099e+26	0-4.74229045111368e+73	60.3726425197673	0.279759162581855	55.7513211761875
1358	sexmale	0.9844	0.9604-1.0091	-0.0156784552152212	0.215759633626891	0.0126377974573947
1359	BMI	1.0039	0.9991-1.0088	0.00391459462001752	0.112309973484082	0.00245776227969643
1360	hypertensionyes	0.9873	0.9659-1.0092	-0.012772741788534	0.253657821581022	0.0111670474338686
1361	s_Cellulosilyticum_ruminicola	0	0-1.16693329923874e+186	-122.622725987825	0.663057965954043	281.152006367672
1362	sexmale	0.9853	0.9612-1.01	-0.0148084915742317	0.242066016334356	0.0126326420518229
1363	BMI	1.0041	0.9992-1.0089	0.00405524412949546	0.101571527109546	0.00246892816456522
1364	hypertensionyes	0.987	0.9655-1.0089	-0.0131133960339513	0.243937345343068	0.0112312311492293
1365	s_Catabacter_hongkongensis	0	0-1164117265.7221	-15.0763776341956	0.41179437359438	18.3426564077165
1366	sexmale	0.9852	0.9612-1.0099	-0.0148788230846024	0.238988858823458	0.0126096638284547
1367	BMI	1.0039	0.999-1.0087	0.00386288256530357	0.117866105708659	0.00246283750028905
1368	hypertensionyes	0.9868	0.9654-1.0087	-0.0132504696632436	0.237681747557459	0.0111983504148895
1369	s_Campylobacter_ureolyticus	0	0-2.46416583148777e+178	-53.016050540059	0.82287337517033	236.621454305176
1370	sexmale	0.9858	0.9617-1.0105	-0.0143392531864306	0.25724498076314	0.0126318193511288
1371	BMI	1.004	0.9991-1.0088	0.00396350897184982	0.108546816794508	0.00246220773465429
1372	hypertensionyes	0.9872	0.9657-1.0092	-0.0128650446968181	0.252544342027778	0.0112213282188958
1373	s_Campylobacter_upsaliensis	1e-04	0-2.8552377594798e+26	-8.95409837479421	0.801853788047159	35.6481968931411
1374	sexmale	0.9855	0.9615-1.0102	-0.0145715841704369	0.249131614884657	0.0126184175019484
1375	BMI	1.004	0.9991-1.0088	0.00395286603535684	0.109606743068466	0.0024629897087072
