	Characteristics	OR	CI	Beta	P	SE
1123	BMI	1.0246	0.9777-1.0737	0.0242647703808038	0.311027704736458	0.0239097856009218
1124	hypertensionyes	0.8756	0.7073-1.084	-0.132824397820052	0.223568030240892	0.10889804844461
1125	s_Eubacterium_ramulus	1.28805776924839e+92	1945950811795373-8.52587232351683e+168	212.090964034029	0.0194416048382052	90.2481821082878
1126	sexmale	0.9623	0.7584-1.221	-0.0384046875912209	0.752115800189734	0.121475616529336
1127	BMI	1.0311	0.984-1.0804	0.0306279677041163	0.199894121505788	0.0238388710084225
1128	hypertensionyes	0.8717	0.7059-1.0765	-0.137312163477825	0.20314913556015	0.107651806546713
1129	s_Eubacterium_limosum	0	0-0	-84.9712821569062	0.0212758285002612	36.6938980198241
1130	sexmale	0.9603	0.7568-1.2184	-0.0405402137723959	0.738825186070923	0.121476016521255
1131	BMI	1.0238	0.9773-1.0724	0.0234874087608028	0.322438742165208	0.0236969953204405
1132	hypertensionyes	0.8779	0.7108-1.0842	-0.130224848847031	0.227586886845441	0.107697964932001
1133	s_Eubacterium_infirmum	0	0-0	-805.751089252042	0.00070897844924687	235.3962972065
1134	sexmale	0.9395	0.7423-1.189	-0.0624463385145639	0.603684259133551	0.120163003151848
1135	BMI	1.0224	0.9765-1.0705	0.0221921668827252	0.344772484476448	0.0234508491956302
1136	hypertensionyes	0.8741	0.7094-1.0771	-0.134551449877426	0.207608751951431	0.106533575331
1137	s_Eubacterium_brachy	0	0-Inf	-3858.63532397454	0.798599294618354	15108.4688866639
1138	sexmale	0.9495	0.7467-1.2075	-0.051767907212723	0.673211990026804	0.122622237167296
1139	BMI	1.025	0.978-1.0742	0.0246777958375383	0.303671918912218	0.0239491331062666
1140	hypertensionyes	0.8751	0.7069-1.0832	-0.133439060460348	0.221278872554582	0.108860404469015
1141	s_Enteractinococcus_viverrae	Inf	0-Inf	840.383678607122	0.801041691127726	3331.79972722253
1142	sexmale	0.9518	0.7485-1.2103	-0.049392410260989	0.687281115864357	0.122576268920369
1143	BMI	1.0247	0.9778-1.0739	0.0244214719128081	0.307986849691066	0.0239131517790327
1144	hypertensionyes	0.8717	0.704-1.0793	-0.137288972916616	0.20884069944122	0.108996676203095
1145	s_Enorma_timonensis	0	0-4.28314562318446e+47	-469.613274240068	0.113172827681602	295.555847606694
1146	sexmale	0.9359	0.7363-1.1897	-0.0662174081352832	0.588914899871196	0.122395067020158
1147	BMI	1.0273	0.9804-1.0765	0.0269613827826593	0.259555704028963	0.0238667841945042
1148	hypertensionyes	0.8878	0.7175-1.0985	-0.119014188809283	0.274364197255427	0.108674194653314
1149	s_Enorma_phocaeensis	2.85694359413906e+191	0-Inf	440.843505141878	0.633745443028754	924.262414198542
1150	sexmale	0.9444	0.7417-1.2026	-0.0572036907526662	0.643033567710617	0.123297376032389
1151	BMI	1.0257	0.9785-1.0751	0.0253393091471045	0.291882060964088	0.0239971467739789
1152	hypertensionyes	0.8746	0.7068-1.0822	-0.133986487973409	0.21852742489778	0.108655154988864
1153	s_Enorma_massiliensis	0	0-1719625.4515	-132.692545077106	0.078010405798789	75.0255929293084
1154	sexmale	0.956	0.7528-1.2141	-0.0449682402346051	0.712484188045	0.121903427635037
1155	BMI	1.0241	0.9774-1.073	0.0237974922502494	0.317924783661618	0.0237865459525246
1156	hypertensionyes	0.8631	0.698-1.0672	-0.147206485907947	0.175142453400546	0.108303657919111
1157	s_Empedobacter_stercoris	Inf	0-Inf	789.242447701077	0.765254052328842	2640.75523323547
1158	sexmale	0.9521	0.7488-1.2107	-0.049064779548885	0.689272103799749	0.122587005682787
1159	BMI	1.025	0.978-1.0742	0.0246558750599753	0.303800124642681	0.0239342161157196
1160	hypertensionyes	0.8732	0.7057-1.0805	-0.135546150355072	0.213264034122578	0.108663724611636
1161	s_Emergencia_timonensis	0	0-36166644219.2851	-64.655124316348	0.155409209402157	45.391085416807
1162	sexmale	0.9426	0.7418-1.1978	-0.059120511814697	0.629025508183664	0.122247117995527
1163	BMI	1.0234	0.9766-1.0723	0.0231067750043544	0.333334672305061	0.023844975454421
1164	hypertensionyes	0.8824	0.7133-1.0915	-0.125163985752595	0.249700811001784	0.10851777167103
1165	s_Eggerthella_lenta	9.22428558144590e+270	0-Inf	623.919814851574	0.884470226384217	4290.07803812467
1166	sexmale	0.9488	0.7449-1.2084	-0.052584055567079	0.670380668257287	0.123419126730023
1167	BMI	1.0248	0.9778-1.074	0.0244755210747533	0.307323061742102	0.0239331534069928
1168	hypertensionyes	0.8732	0.7056-1.0806	-0.135602360006764	0.213296034440642	0.108716407108759
1169	s_Edwardsiella_tarda	0	0-2.3006150363869e+50	-17.2479315706868	0.799847020793027	67.9644707728071
1170	sexmale	0.9542	0.7494-1.2152	-0.0468371363588142	0.704368810209393	0.12331876752126
1171	BMI	1.0242	0.9772-1.0735	0.0239253680091361	0.31891386317474	0.0239633738369643
1172	hypertensionyes	0.8727	0.7052-1.08	-0.136148197976302	0.211536650977519	0.108733698977148
1173	s_Dorea_formicigenerans	6.98435163218693e+244	0-Inf	563.774434856068	0.320041532040691	565.989607299437
1174	sexmale	0.9575	0.7531-1.2174	-0.0433861106321565	0.72350268092332	0.122516023280079
1175	BMI	1.024	0.9771-1.073	0.0236895090114244	0.322030762422062	0.0238807218992821
1176	hypertensionyes	0.8697	0.703-1.076	-0.13955630322224	0.199707095749696	0.108576496279982
1177	s_Dolosicoccus_paucivorans	2.74696478343047e+63	0-1.47585800787074e+138	146.073357445645	0.0972254396522238	87.7921555655379
1178	sexmale	0.962	0.7572-1.2223	-0.0386956062535351	0.751619589566233	0.122142935301008
1179	BMI	1.0228	0.9762-1.0717	0.0225552046944412	0.344544115997608	0.0238231807418531
1180	hypertensionyes	0.884	0.7148-1.0933	-0.123270132644839	0.2563588788762	0.108389302283555
1181	s_Dielma_fastidiosa	994994738889478	0-4.11999367665723e+123	34.5337585655249	0.786863917176962	127.602071174138
1182	sexmale	0.9474	0.7442-1.2062	-0.0539922012501574	0.661575409603135	0.123216223606135
1183	BMI	1.0244	0.9775-1.0736	0.0241119611066571	0.314356652608097	0.0239235172781315
1184	hypertensionyes	0.8738	0.7062-1.0812	-0.134938955244599	0.215300403962231	0.108660010139984
1185	s_Dialister_pneumosintes	9.15386579305974e+77	0-Inf	179.51322844165	0.585181400128542	328.510797988905
1186	sexmale	0.9505	0.7476-1.2083	-0.050814095106788	0.678493165332997	0.122461096838724
1187	BMI	1.0246	0.9777-1.0737	0.0242866010235773	0.310411834604373	0.0239008010672003
1188	hypertensionyes	0.8771	0.7086-1.0857	-0.131143323030949	0.229305777273655	0.108859975864484
1189	s_Devosia_crocina	Inf	0-Inf	31238.9661402615	0.188799679549362	23715.3669554931
1190	sexmale	0.9561	0.7524-1.215	-0.0448519644906958	0.713924929610279	0.122229125200043
1191	BMI	1.0234	0.9766-1.0724	0.0231212834229691	0.333319427620907	0.0238591937490126
1192	hypertensionyes	0.8801	0.7115-1.0887	-0.127707581003736	0.240122909647827	0.108493119753937
1193	s_Desulfovibrio_termitidis	7.4136263201464e+121	0-Inf	280.616115953815	0.772027086629424	967.654378833059
1194	sexmale	0.9517	0.7485-1.21	-0.0495242040530328	0.686411121388409	0.122543207024681
1195	BMI	1.0248	0.9779-1.074	0.0245408615524641	0.305782952692992	0.0239206221591664
1196	hypertensionyes	0.8746	0.7067-1.0823	-0.134033875482651	0.218644312689165	0.108721246355843
1197	s_Desulfovibrio_fairfieldensis	102008408.9585	0-1.19014166580092e+40	18.4405658086197	0.624855814371999	37.671892988812
1198	sexmale	0.9426	0.7396-1.2014	-0.0590617081268151	0.633499422268061	0.123737682396193
1199	BMI	1.0258	0.9786-1.0753	0.0254925851481524	0.28945413529168	0.0240208711735261
1200	hypertensionyes	0.8748	0.707-1.0825	-0.133727193684965	0.219455906915023	0.108664209936317
1201	s_Desulfonispora_thiosulfatigenes	0	0-Inf	-3907.60086549767	0.477546797383853	5494.53769907985
1202	sexmale	0.9481	0.7457-1.2053	-0.0533392753577025	0.663539451404296	0.122483999813227
1203	BMI	1.0252	0.9782-1.0743	0.0248540220159531	0.299318001719287	0.0239034901245367
1204	hypertensionyes	0.8702	0.7032-1.0769	-0.138995274050788	0.20207890427009	0.108712614843138
1205	s_Denitrobacterium_detoxificans	0	0-0	-17753.0603884824	0.000391016412387377	4947.68050509766
1206	sexmale	0.9922	0.7835-1.2564	-0.00783276645178269	0.948203030601052	0.120467036727509
1207	BMI	1.0316	0.9852-1.0801	0.0310863628015405	0.186437853515823	0.0234731691120538
1208	hypertensionyes	0.8507	0.6903-1.0484	-0.161664802480029	0.130420818611731	0.106585751520604
1209	s_Deinococcus_radiodurans	Inf	0-Inf	2364.46975038362	0.598198741209847	4481.76499471042
1210	sexmale	0.9529	0.7494-1.2115	-0.0482914698458013	0.693782488181539	0.122529606625052
1211	BMI	1.0243	0.9774-1.0734	0.0239977811573436	0.316372366653662	0.023909786743953
1212	hypertensionyes	0.8761	0.7079-1.0842	-0.132324036236438	0.224680112201762	0.108749217650804
1213	s_Culturomica_massiliensis	822848.4268	0.0611-11079174588237.5	13.6205272911158	0.104980813774404	8.37528622842374
1214	sexmale	0.9577	0.754-1.2166	-0.043179922755633	0.723747732601173	0.122046590985302
1215	BMI	1.0254	0.9786-1.0744	0.0250662394301122	0.293302616092371	0.0238086489866949
1216	hypertensionyes	0.8634	0.6981-1.0678	-0.146900253739551	0.176499990012842	0.108419566518146
1217	s_Cryptobacterium_curtum	Inf	0-Inf	3081.39131412386	0.444608339418333	4025.4179821772
1218	sexmale	0.9522	0.7491-1.2104	-0.0489740379323616	0.689398247222151	0.122412732722821
1219	BMI	1.0266	0.9794-1.076	0.0262130126673575	0.275953696355527	0.0240151675018996
1220	hypertensionyes	0.8748	0.7071-1.0823	-0.13373306964687	0.219065888714489	0.108576823729871
1221	s_Cronobacter_sakazakii	321.3244	0-5.0596753923398e+42	5.77245109944542	0.902795748227769	47.2231760897115
1222	sexmale	0.9513	0.7481-1.2096	-0.0499513934924311	0.683938953089681	0.122578660416455
1223	BMI	1.0247	0.9778-1.0739	0.0244186576308093	0.308250802772215	0.023923469201497
1224	hypertensionyes	0.8741	0.7063-1.0818	-0.134551448819815	0.217086121364495	0.108771164508105
1225	s_Criibacterium_bergeronii	Inf	0-Inf	6753.81071043264	0.483836807307108	9633.87047718012
1226	sexmale	0.9424	0.7404-1.1995	-0.0593770755177285	0.62987722632204	0.12308329641168
1227	BMI	1.024	0.9771-1.0731	0.0236754089387251	0.322929030959213	0.0239109293680141
1228	hypertensionyes	0.8775	0.7091-1.0861	-0.130632161218194	0.230730310864274	0.108768493053855
1229	s_Corynebacterium_xerosis	0	0-1.74900114583807e+182	-67.6779570267298	0.785656781529821	248.626269797358
1230	sexmale	0.9522	0.7488-1.2109	-0.0490004505499995	0.689730709482754	0.122617241981593
1231	BMI	1.0245	0.9776-1.0737	0.0242118128109259	0.312165574538442	0.0239138718392296
1232	hypertensionyes	0.8734	0.7059-1.0808	-0.135311199687943	0.214039313191291	0.108659670818313
1233	s_Corynebacterium_variabile	1.0276512679857e+32	0-Inf	73.7099988518128	0.934394554206722	894.660142528654
1234	sexmale	0.9505	0.7475-1.2087	-0.0507160165099851	0.679357745976569	0.122573911312987
1235	BMI	1.0246	0.9777-1.0738	0.0243258145686936	0.309874666831481	0.0239127807748728
1236	hypertensionyes	0.8736	0.706-1.0809	-0.135156173501829	0.214609969868742	0.108670770990465
1237	s_Corynebacterium_urealyticum	0	0-Inf	-565.934838793265	0.720900916738024	1582.57539901575
1238	sexmale	0.9498	0.747-1.2076	-0.0515559243072402	0.674257844397922	0.12253638297785
1239	BMI	1.0244	0.9775-1.0736	0.024118717004168	0.314049401780652	0.0239150047859878
1240	hypertensionyes	0.8724	0.705-1.0796	-0.136533870361273	0.210185782305393	0.108718553537044
1241	s_Corynebacterium_pyruviciproducens	Inf	0-Inf	4636.15399544352	0.434997686393719	5930.43245925398
1242	sexmale	0.9376	0.7358-1.1949	-0.0643971555445059	0.603026946931569	0.123692111903148
1243	BMI	1.0231	0.9762-1.0723	0.0228697316957273	0.340643482017598	0.0239606620496292
1244	hypertensionyes	0.8803	0.711-1.09	-0.127490999874918	0.243089383516843	0.108995518507003
1245	s_Corynebacterium_pseudodiphtheriticum	0	0-Inf	-3249.82521415975	0.31373726858957	3220.29498591524
1246	sexmale	0.9551	0.7514-1.214	-0.0459902972890155	0.707354674386557	0.122385587306204
1247	BMI	1.0213	0.9743-1.0707	0.0211217363965287	0.381168444081389	0.0240817170132858
1248	hypertensionyes	0.8674	0.701-1.0734	-0.142206508741865	0.191857642918013	0.108707053538017
1249	s_Corynebacterium_maris	9.65063520881571e+44	0-4.86536771602335e+118	103.58076782967	0.232563432623988	86.5849058369289
1250	sexmale	0.9558	0.7521-1.2147	-0.0451752442889039	0.712111278623643	0.122298534579925
1251	BMI	1.0241	0.9773-1.0731	0.0238069597955266	0.319182248906663	0.0238580280516318
1252	hypertensionyes	0.8796	0.711-1.0882	-0.128287156953333	0.238264546221314	0.108554188200824
1253	s_Corynebacterium_kroppenstedtii	4.11207463637196e+82	0-3.73241844870938e+286	190.225905304369	0.427901151434569	239.607391680178
1254	sexmale	0.9397	0.738-1.1966	-0.062143342707386	0.614577487856276	0.123276625301566
1255	BMI	1.0282	0.9804-1.0783	0.0278210072028553	0.252973109022426	0.0242884141644711
1256	hypertensionyes	0.8797	0.7106-1.089	-0.12815630965364	0.24026735657853	0.108907868444664
1257	s_Corynebacterium_glutamicum	Inf	0-Inf	724.298168446067	0.36911107399983	805.182351476997
1258	sexmale	0.9569	0.7525-1.2167	-0.0440852047654383	0.719317561775838	0.12255345222431
1259	BMI	1.0244	0.9775-1.0735	0.0240964508782689	0.3138085206461	0.0238810155341227
1260	hypertensionyes	0.8723	0.7051-1.079	-0.136660346355652	0.208989111845074	0.108533068179373
1261	s_Corynebacterium_falsenii	Inf	0-Inf	1574.63562178226	0.465142649705799	2152.97947240113
1262	sexmale	0.9428	0.7409-1.1997	-0.0589111350925131	0.63221981253937	0.122958478598305
1263	BMI	1.0269	0.9795-1.0765	0.0265114578630731	0.271753206434975	0.0240764345115024
1264	hypertensionyes	0.8759	0.7079-1.0838	-0.132463349546761	0.223696390027757	0.108632224140703
1265	s_Corynebacterium_durum	7.61925634411714e+117	0-Inf	271.433134652604	0.79010140292471	1018.79505994679
1266	sexmale	0.9522	0.7488-1.211	-0.0489365402738108	0.690152990348202	0.122633405186477
1267	BMI	1.0253	0.9781-1.0748	0.0249859669693304	0.29944319770304	0.0240366267709076
1268	hypertensionyes	0.8736	0.7061-1.081	-0.13509805052509	0.214753926522265	0.108658240352592
1269	s_Corynebacterium_casei	0	0-8.72445430488408e+279	-53.5062224852488	0.880690667417992	356.170200690238
1270	sexmale	0.9506	0.7476-1.2086	-0.0506874432372017	0.679421069026024	0.122530485286664
1271	BMI	1.0247	0.9778-1.0739	0.0243810627944698	0.308814306621301	0.0239145260293022
1272	hypertensionyes	0.8732	0.7057-1.0806	-0.13554575422268	0.213429467130126	0.108702790249375
1273	s_Corynebacterium_argentoratense	2e-04	0-7.16550096997294e+39	-8.38973532081022	0.869707036523046	51.1019550640108
1274	sexmale	0.9526	0.7485-1.2125	-0.0485356630275711	0.693553353833621	0.123052178831817
1275	BMI	1.025	0.9779-1.0743	0.0246488673065328	0.30507714376182	0.0239907977374428
1276	hypertensionyes	0.8721	0.7042-1.0802	-0.136796565151592	0.21107356051178	0.109140470386024
1277	s_Coprobacter_fastidiosus	Inf	0-Inf	817.531700223661	0.935088202653295	10029.1223021964
1278	sexmale	0.9511	0.748-1.2094	-0.0501335327864194	0.682829982903692	0.122570720824099
1279	BMI	1.0247	0.9778-1.074	0.0244264967938819	0.308473893063884	0.0239422075483824
1280	hypertensionyes	0.8729	0.7049-1.081	-0.135903796918239	0.213831056131754	0.109085809598149
1281	s_Coprobacillus_cateniformis	0	0-Inf	-2024.58938720768	0.29613721961055	1934.35831857174
1282	sexmale	0.949	0.7467-1.206	-0.0523921843530315	0.668698993881343	0.122305186806958
1283	BMI	1.022	0.975-1.0712	0.021756899397095	0.365288311941878	0.0239940689353848
1284	hypertensionyes	0.8719	0.7049-1.0785	-0.137034532865732	0.207532851807177	0.108481433375536
1285	s_Comamonas_testosteroni	0	0-Inf	-370.48932587294	0.671311207149156	872.185647888182
1286	sexmale	0.9485	0.7458-1.2061	-0.0529165114671548	0.66640403848739	0.122625045926539
1287	BMI	1.0243	0.9774-1.0734	0.0239850179083006	0.316821966535779	0.0239193205794683
1288	hypertensionyes	0.8709	0.7035-1.0781	-0.138244026309692	0.205236383776166	0.10888493289963
1289	s_Collinsella_tanakaei	10134847454091.3	0-2.19965378781617e+54	29.9470008443222	0.537931519386815	48.5616806919195
1290	sexmale	0.9428	0.7405-1.2003	-0.0588950957437349	0.633009574339365	0.123210776694185
1291	BMI	1.024	0.9771-1.0732	0.0237370097272946	0.321788641269287	0.0239166158474372
1292	hypertensionyes	0.8769	0.7085-1.0852	-0.131397613817641	0.228016130544187	0.108768470892511
1293	s_Collinsella_phocaeensis	4.10763492596056e+116	0-Inf	268.512718206381	0.652417024516438	595.535629074139
1294	sexmale	0.9528	0.7493-1.2115	-0.0483855435559219	0.693293617554326	0.122562117189595
1295	BMI	1.0247	0.9778-1.0738	0.0243557884035193	0.309116302078729	0.0239046791720941
1296	hypertensionyes	0.8762	0.7079-1.0846	-0.132111665249555	0.22580573936993	0.108839173715525
1297	s_Collinsella_bouchesdurhonensis	Inf	0-Inf	1013.42773932986	0.0705999741984027	558.44131810189
1298	sexmale	0.9443	0.7436-1.1991	-0.0573116913719965	0.638570376515034	0.121889213914805
1299	BMI	1.0259	0.9792-1.0749	0.0256009551989185	0.282734342513076	0.0237882352099904
1300	hypertensionyes	0.8836	0.7147-1.0924	-0.123776962097617	0.253753396299504	0.108238476918063
1301	s_Collinsella_aerofaciens	1.3632928479881e+266	0-Inf	612.79753772151	0.802434635953504	2447.00494213084
1302	sexmale	0.9518	0.7485-1.2103	-0.0494037746005921	0.687212165253825	0.122575928328301
1303	BMI	1.0246	0.9777-1.0738	0.0243487252975945	0.309374798588493	0.0239105417243105
1304	hypertensionyes	0.8734	0.7058-1.0807	-0.135385159204024	0.213810278595304	0.108664572240195
1305	s_Clostridium_phoceensis	Inf	3.13508730502412e+149-Inf	779.609054145164	0.000520273026381998	222.13327462595
1306	sexmale	0.9415	0.7442-1.1912	-0.0602533818880668	0.616043390646204	0.120024489195957
1307	BMI	1.0205	0.9746-1.0685	0.0202519371655502	0.388470233676822	0.0234479469499374
1308	hypertensionyes	0.8625	0.7-1.0627	-0.147946591535494	0.165810122236661	0.106489796526094
1309	s_Clostridium_perfringens	1.834	0.0142-237.6839	0.606523047587243	0.807106994491068	2.48184629989317
1310	sexmale	0.9481	0.7448-1.2067	-0.0533363366030941	0.665111348810288	0.123089910156462
1311	BMI	1.0249	0.9779-1.0741	0.024559918845526	0.305579175652026	0.0239290954019284
1312	hypertensionyes	0.8735	0.7059-1.0808	-0.135241642267243	0.214281075986413	0.108661285074642
1313	s_Clostridium_paraputrificum	0	0-848.6186	-45.7846770410523	0.088640662582131	26.8001463477919
1314	sexmale	0.9467	0.7455-1.2023	-0.0547657969884445	0.653667139204708	0.121934745752783
1315	BMI	1.0274	0.9805-1.0766	0.0270746177967414	0.2571779804238	0.0238473658901319
1316	hypertensionyes	0.8717	0.7053-1.0775	-0.137254393139088	0.205355965450584	0.108134082540151
1317	s_Clostridium_orbiscindens	0	0-Inf	-5427.59208915494	0.73415059274442	15966.4453521123
1318	sexmale	0.955	0.7502-1.2159	-0.0459948300259385	0.709143888674846	0.12318704159153
1319	BMI	1.0248	0.9779-1.074	0.0245340067125953	0.3058202688025	0.0239157890265341
1320	hypertensionyes	0.8718	0.7044-1.0791	-0.137180531409057	0.208452152266768	0.108817384653037
1321	s_Clostridium_merdae	0	0-Inf	-2720.98193008904	0.711012399983798	7336.9224027142
1322	sexmale	0.9492	0.7465-1.207	-0.0520940306163491	0.671158348981965	0.122576334893757
1323	BMI	1.0247	0.9778-1.0739	0.0244331232387117	0.307671740529322	0.0239089535057959
1324	hypertensionyes	0.8761	0.7077-1.0847	-0.132223208092063	0.2257915065199	0.108927718158732
1325	s_Clostridium_ihumii	0.3739	0-Inf	-0.983650642076734	0.998894294340482	709.194865174972
1326	sexmale	0.9508	0.7477-1.2091	-0.0504253438050197	0.681198449615492	0.122616619749323
1327	BMI	1.0246	0.9776-1.0739	0.0243314571268538	0.310446628790452	0.0239466696846699
1328	hypertensionyes	0.8736	0.7056-1.0817	-0.13514001078435	0.216024281745718	0.108994118987365
1329	s_Clostridium_butyricum	0.0837	0-2844.3507	-2.48038534672796	0.641596964847345	5.32320175312409
1330	sexmale	0.9479	0.7453-1.2055	-0.0535384500473912	0.66281314742415	0.122659081789848
1331	BMI	1.0246	0.9777-1.0737	0.0242681424173687	0.310851837194253	0.0239044027183146
1332	hypertensionyes	0.877	0.7084-1.0858	-0.131242821657981	0.229338819603842	0.108950317668188
1333	s_Clostridium_bornimense	0	0-Inf	-2318.91474431113	0.713221122589518	6303.20402042854
1334	sexmale	0.9498	0.747-1.2076	-0.0515498882147918	0.674283082732845	0.122532112652903
1335	BMI	1.0243	0.9774-1.0735	0.0240569105563527	0.315367871977497	0.0239189131729878
1336	hypertensionyes	0.8724	0.705-1.0796	-0.136511216132611	0.210230008613015	0.10871108623813
1337	s_Clostridioides_difficile	0	0-0	-385.143106695529	0.000621312340653005	111.308485686601
1338	sexmale	0.9642	0.7619-1.2201	-0.0364822548604427	0.761579048937789	0.120128072825384
1339	BMI	1.0341	0.9874-1.0831	0.0335701491725534	0.155694849293557	0.0235842491665878
1340	hypertensionyes	0.869	0.7053-1.0707	-0.140415905056603	0.188390164655918	0.106499097041587
1341	s_Cloacibacillus_evryensis	0	0-8.2264803155487e+223	-353.522936414267	0.425953975755368	443.42182163774
1342	sexmale	0.949	0.7465-1.2063	-0.0523824434231613	0.669029869929287	0.122412474836803
1343	BMI	1.0233	0.9764-1.0725	0.0230373287704567	0.33674045304102	0.0239417009203677
1344	hypertensionyes	0.8717	0.7046-1.0784	-0.13733123692942	0.206995202172883	0.10858737326662
1345	s_Citrobacter_freundii	7333.6179	0-9199023933582554112	8.90022424893779	0.616207266941096	17.7374514332683
1346	sexmale	0.947	0.7445-1.2046	-0.0544325471668693	0.657724991264675	0.122729839981642
1347	BMI	1.0248	0.9779-1.0739	0.0244805688131116	0.306644999733326	0.0239044964337309
1348	hypertensionyes	0.8733	0.7058-1.0805	-0.135449854150908	0.213430410589179	0.108626106322445
1349	s_Chryseobacterium_chengduensis	0	0-Inf	-1220.21109153764	0.791322052537487	4607.36421030857
1350	sexmale	0.9498	0.747-1.2077	-0.0515008585000222	0.674683468555404	0.122575469436475
1351	BMI	1.0246	0.9777-1.0737	0.0242771899631759	0.310803788008197	0.0239109358301367
1352	hypertensionyes	0.8724	0.7049-1.0797	-0.136501615852402	0.210558560191251	0.108781985086665
1353	s_Christensenella_timonensis	0	0-Inf	-711.08719023268	0.725839722249658	2025.85586182124
1354	sexmale	0.9561	0.7505-1.2179	-0.044943436893693	0.71615560178505	0.123485276522108
1355	BMI	1.0238	0.9768-1.0732	0.0235487473400769	0.327541632427912	0.0240112214483029
1356	hypertensionyes	0.8767	0.7079-1.0857	-0.131600196255841	0.228766099087556	0.109112343945476
1357	s_Christensenella_massiliensis	1.76674475507903e+155	0-Inf	357.469828145978	0.510193878194408	542.152060761531
1358	sexmale	0.9442	0.742-1.2013	-0.057466532481521	0.640420636943968	0.122895884625956
1359	BMI	1.0243	0.9774-1.0734	0.0239951303622744	0.316236763878925	0.023900436019954
1360	hypertensionyes	0.8731	0.7057-1.0802	-0.1357227919681	0.212375413585491	0.108593619867066
1361	s_Cellulosilyticum_ruminicola	3.23938141413352e+112	0-Inf	259.064912805346	0.924503010343879	2731.4317312137
1362	sexmale	0.9515	0.748-1.2102	-0.0497418869281748	0.685555296730905	0.122727914323649
1363	BMI	1.0244	0.9774-1.0738	0.0241519238169124	0.314816479856467	0.0239859882840803
1364	hypertensionyes	0.8744	0.7061-1.0829	-0.134196598535904	0.219739919373193	0.109113008076787
1365	s_Catabacter_hongkongensis	0	0-1.61126885438609e+60	-210.10097434839	0.238637292352639	177.925051992321
1366	sexmale	0.9457	0.7441-1.2019	-0.0558629951952713	0.648218556080112	0.122314622397858
1367	BMI	1.0231	0.9763-1.0721	0.0228216151777604	0.340228865917875	0.0238896962657612
1368	hypertensionyes	0.8666	0.7004-1.0722	-0.143184881357054	0.188493779246351	0.108624783428819
1369	s_Campylobacter_ureolyticus	3657965792107879424	0-Inf	42.743438872289	0.985174679330997	2298.28888688284
1370	sexmale	0.9507	0.7475-1.2092	-0.050538717515234	0.680706930076644	0.122692044645995
1371	BMI	1.0246	0.9777-1.0738	0.0243358163132895	0.309726296121549	0.0239152645324145
1372	hypertensionyes	0.8737	0.7057-1.0818	-0.134973033887821	0.216581941812833	0.108992035474058
1373	s_Campylobacter_upsaliensis	0	0-1.31826192883567e+245	-114.125628111061	0.741895369344955	346.191474511726
1374	sexmale	0.9498	0.747-1.2077	-0.0514820855449121	0.674710619521421	0.122541641421549
1375	BMI	1.0244	0.9775-1.0736	0.0240973043761371	0.314557358753625	0.0239189107241665
1376	hypertensionyes	0.8725	0.705-1.0797	-0.136434138153255	0.210537890849418	0.108723270688555
1377	s_Campylobacter_rectus	0	0-Inf	-353.231528671568	0.980606646624869	14518.7067574702
1378	sexmale	0.9512	0.7469-1.2114	-0.0500664222607109	0.685183733922318	0.123374559826528
1379	BMI	1.0246	0.9776-1.0739	0.0242941834688353	0.311405503307693	0.0239575002093559
1380	hypertensionyes	0.8735	0.7059-1.081	-0.135218477747369	0.214667227276885	0.10873448125503
1381	s_Campylobacter_gracilis	2.74181660119408e+38	0-Inf	88.5068542276274	0.910859374647972	789.867811665184
1382	sexmale	0.9494	0.7456-1.2089	-0.0519445575389308	0.673794622502253	0.123273992405045
1383	BMI	1.0248	0.9778-1.0741	0.0245102820090283	0.307314966770093	0.0239667422558233
1384	hypertensionyes	0.874	0.7062-1.0815	-0.134723239120096	0.216324835073239	0.10872929846548
1385	s_Campylobacter_concisus	Inf	0-Inf	20330.9725346687	0.173247817327992	14892.1593595909
1386	sexmale	0.9586	0.7543-1.2182	-0.042291589361877	0.729687924523709	0.122274022478726
1387	BMI	1.0229	0.9761-1.0719	0.022631023641874	0.343847639159966	0.0238687297160959
1388	hypertensionyes	0.8831	0.7138-1.0926	-0.124310249179149	0.253349848071961	0.10861224038896
1389	s_Butyricimonas_virosa	Inf	0-Inf	2621.39003200278	0.586015066702718	4807.85061852015
1390	sexmale	0.9478	0.7453-1.2052	-0.0536529442619233	0.661991618409338	0.122602826665407
1391	BMI	1.0247	0.9778-1.0739	0.0244302168349189	0.307577348518976	0.0239014367505772
1392	hypertensionyes	0.8773	0.7087-1.0861	-0.130873996728741	0.230413268206174	0.108895593644896
1393	s_Butyricicoccus_pullicaecorum	0	0-73653343.2092	-108.142119748919	0.0942744995985145	64.4168366540627
1394	sexmale	0.9625	0.7576-1.2228	-0.0382542871085615	0.754362633294749	0.122144237366412
1395	BMI	1.0276	0.9807-1.0768	0.0272259825574433	0.254778893915062	0.0238597161302993
1396	hypertensionyes	0.8755	0.7082-1.0822	-0.133007895498606	0.219767005969954	0.108152862693438
1397	s_Brevundimonas_diminuta	8.35363976882342e+123	0-Inf	285.340663782611	0.628332835178176	588.826575111497
1398	sexmale	0.9532	0.7496-1.212	-0.0479452468263116	0.695983251821243	0.122578771897253
1399	BMI	1.0253	0.9783-1.0746	0.0250207438119405	0.296946785115471	0.0239458057057071
